"date","close","volume","open","high","low"
"2017/10/05","32.1600","1358999.0000","31.6700","32.2200","31.6100"
"2017/10/04","31.3700","1109085.0000","31.6300","31.9700","31.2610"
"2017/10/03","31.5700","1296955.0000","31.0200","31.7600","30.8700"
"2017/10/02","30.8700","1486168.0000","29.8700","30.9900","29.8500"
"2017/09/29","29.8500","904070.0000","29.6000","30.0000","29.5200"
"2017/09/28","29.6800","1161962.0000","29.0300","29.7000","28.6000"
"2017/09/27","29.1400","4737623.0000","30.0300","30.3800","28.7600"
"2017/09/26","27.5200","4249854.0000","29.6300","29.9000","26.8600"
"2017/09/25","29.4700","1707846.0000","30.8900","30.8900","29.0601"
"2017/09/22","30.8300","898302.0000","30.2500","31.1600","30.2500"
"2017/09/21","30.5000","911907.0000","30.5800","30.9700","30.0501"
"2017/09/20","30.5100","915681.0000","30.9700","30.9714","30.3150"
"2017/09/19","31.0400","564425.0000","31.4700","31.5424","30.9500"
"2017/09/18","31.1400","1355985.0000","30.8700","31.6600","30.8500"
"2017/09/15","30.8800","3360275.0000","30.9400","31.6300","30.5300"
"2017/09/14","31.0400","950018.0000","30.5800","31.2800","30.5300"
"2017/09/13","30.6200","1206762.0000","30.2900","31.1100","30.2900"
"2017/09/12","30.2300","1415206.0000","30.7200","31.0400","30.0900"
"2017/09/11","30.6500","1303311.0000","30.0600","30.7500","30.0270"
"2017/09/08","29.7700","994536.0000","29.6400","30.2800","29.5228"
"2017/09/07","29.7300","1175016.0000","29.9100","30.2800","29.5000"
"2017/09/06","29.8800","1690777.0000","29.2600","30.1940","29.1700"
"2017/09/05","29.3500","1454912.0000","28.7800","29.4300","28.4300"
"2017/09/01","28.9600","1226052.0000","29.3500","29.6950","28.8000"
"2017/08/31","29.2800","1566957.0000","29.2500","29.7400","28.9500"
"2017/08/30","29.2300","842363.0000","29.1000","29.3900","28.8515"
"2017/08/29","28.9900","1081166.0000","28.3200","29.2700","28.2500"
"2017/08/28","28.5900","848106.0000","29.0500","29.1651","28.4400"
"2017/08/25","28.9300","989384.0000","29.3000","29.4500","28.5200"
"2017/08/24","29.3200","1435356.0000","29.3300","29.6000","28.9500"
"2017/08/23","28.9800","832621.0000","28.8000","29.2000","28.6902"
"2017/08/22","29.0500","1801246.0000","29.2200","29.2650","28.2100"
"2017/08/21","29.2100","1232436.0000","29.8300","30.0400","28.8300"
"2017/08/18","29.9100","1408780.0000","30.2000","30.5000","29.6800"
"2017/08/17","30.3200","1428724.0000","31.0300","31.2400","30.2500"
"2017/08/16","31.0600","1140682.0000","31.0600","31.6900","31.0000"
"2017/08/15","31.0000","1357652.0000","31.2700","31.4900","30.7800"
"2017/08/14","31.4100","1775077.0000","31.8000","32.0000","31.0600"
"2017/08/11","31.3800","3415456.0000","30.2000","31.8900","29.7600"
"2017/08/10","30.2800","4652375.0000","32.3300","32.4000","30.0700"
"2017/08/09","33.0000","2022244.0000","33.0600","33.6200","32.9300"
"2017/08/08","33.5800","12591860.0000","34.1900","34.7400","32.4100"
"2017/08/07","30.5300","4994877.0000","29.5200","30.6700","29.5000"
"2017/08/04","29.2100","1123871.0000","28.9900","29.3900","28.7300"
"2017/08/03","28.8500","1677111.0000","28.4000","29.2100","28.2600"
"2017/08/02","28.4000","1417290.0000","29.0400","29.0400","27.9300"
"2017/08/01","28.9900","1415942.0000","29.3100","29.6600","28.7000"
"2017/07/31","29.1700","1564063.0000","30.0000","30.3500","28.5500"
"2017/07/28","29.9100","1276025.0000","29.9500","30.4800","29.7723"
"2017/07/27","30.1500","1607765.0000","31.5100","31.6300","29.7000"
"2017/07/26","31.5000","795119.0000","31.4900","31.7500","31.2800"
"2017/07/25","31.4000","1188567.0000","31.0400","31.9703","31.0000"
"2017/07/24","30.9900","1115080.0000","31.0800","31.2399","30.6778"
"2017/07/21","30.9300","1604665.0000","31.1400","31.7790","30.4800"
"2017/07/20","31.0600","2236962.0000","31.5800","32.2300","30.8300"
"2017/07/19","31.4900","1650267.0000","30.7500","31.7600","30.5301"
"2017/07/18","30.4100","1955830.0000","30.4500","31.0230","30.0200"
"2017/07/17","30.4500","1588426.0000","29.1800","30.6200","29.1100"
"2017/07/14","29.2300","1164378.0000","29.6200","29.6800","28.8800"
"2017/07/13","29.4800","1452797.0000","29.6700","30.0500","29.1700"
"2017/07/12","29.4600","1121758.0000","29.6800","29.7500","29.3600"
"2017/07/11","29.3200","2042405.0000","29.2700","29.6300","29.0200"
"2017/07/10","28.7500","778583.0000","28.3500","29.0500","28.2900"
"2017/07/07","28.4300","1106174.0000","28.4300","28.8200","28.1800"
"2017/07/06","28.3100","1111547.0000","28.6700","28.8700","28.0900"
"2017/07/05","29.0700","1539601.0000","28.9500","29.2400","28.3100"
"2017/07/03","28.9700","652065.0000","29.1000","29.2500","28.6800"
"2017/06/30","29.1100","1965848.0000","29.0000","29.6500","28.7800"
"2017/06/29","29.0000","1658355.0000","29.1100","29.6600","28.2500"
"2017/06/28","29.5000","2911747.0000","28.9600","29.7700","28.7400"
"2017/06/27","28.6000","2086903.0000","29.1500","29.8000","28.4093"
"2017/06/26","28.9400","2641850.0000","29.8000","29.8900","28.4300"
"2017/06/23","29.7100","8600920.0000","28.8100","29.9000","28.8100"
"2017/06/22","28.7500","2902161.0000","28.1800","29.3800","28.1301"
"2017/06/21","28.3200","1635392.0000","27.8300","28.3700","27.7956"
"2017/06/20","27.6900","2950800.0000","28.5000","28.9800","27.1100"
"2017/06/19","28.3700","3272804.0000","27.4700","28.7500","27.4700"
"2017/06/16","26.8700","2908134.0000","25.8500","27.0000","25.8500"
"2017/06/15","25.8500","1549042.0000","25.4400","26.2100","25.3300"
"2017/06/14","25.7100","2442359.0000","25.4000","26.1800","25.2700"
"2017/06/13","25.4900","2084902.0000","24.8100","25.8800","24.8100"
"2017/06/12","24.7700","1889841.0000","24.2900","24.8200","23.9535"
"2017/06/09","24.6400","2780507.0000","25.4100","25.8701","24.3700"
"2017/06/08","25.4900","1464065.0000","25.0600","25.5400","24.9200"
"2017/06/07","25.2500","1633691.0000","25.4600","25.9700","25.1600"
"2017/06/06","25.5400","2317785.0000","24.9400","25.9200","24.6000"
"2017/06/05","24.9500","2032314.0000","24.8100","25.4900","24.5550"
"2017/06/02","24.8500","2031081.0000","24.1400","25.0100","24.1000"
"2017/06/01","24.1500","2116669.0000","24.3900","24.4700","23.8300"
"2017/05/31","24.3100","2634241.0000","24.4600","24.5000","23.6200"
"2017/05/30","24.5000","1694901.0000","24.9500","25.0000","24.3680"
"2017/05/26","25.0100","2183033.0000","25.0600","25.4500","24.9400"
"2017/05/25","25.0000","3751850.0000","25.6700","25.9000","24.7900"
"2017/05/24","26.0500","3239212.0000","25.4400","26.6600","25.4200"
"2017/05/23","25.5600","2777112.0000","25.1700","25.6000","24.9092"
"2017/05/22","24.9600","2368403.0000","25.0100","25.5000","24.8400"
"2017/05/19","25.1600","2899170.0000","24.3600","25.4200","24.1500"
"2017/05/18","24.3700","2684244.0000","24.7500","25.1400","24.0900"
"2017/05/17","24.8100","3829041.0000","24.6700","25.1600","24.6200"
"2017/05/16","24.8800","3592872.0000","24.5000","25.3200","24.4600"
"2017/05/15","24.3000","2210807.0000","24.2600","24.3500","23.6800"
"2017/05/12","24.0000","4426046.0000","24.2000","24.6890","23.4500"
"2017/05/11","23.3000","2080383.0000","23.1600","23.3268","23.0000"
"2017/05/10","23.4500","2964901.0000","23.1800","23.7600","22.9000"
"2017/05/09","23.1700","3414099.0000","23.7300","23.8400","23.1000"
"2017/05/08","23.8400","7397798.0000","23.7500","24.1600","22.8000"
"2017/05/05","23.9700","7062721.0000","25.0100","25.2900","23.8801"
"2017/05/04","24.9600","6065390.0000","25.5100","26.0200","24.8900"
"2017/05/03","25.0100","23765520.0000","24.6000","26.4400","24.1500"
"2017/05/02","33.9400","9385248.0000","34.2300","34.4500","32.7500"
"2017/05/01","34.3900","3828062.0000","33.1000","34.4500","33.0310"
"2017/04/28","33.0500","2280646.0000","32.8000","33.3600","32.7000"
"2017/04/27","32.8400","2303004.0000","32.2600","33.2900","32.2500"
"2017/04/26","32.2400","2596625.0000","31.7600","32.5600","31.6501"
"2017/04/25","31.9300","2050081.0000","30.8700","32.1300","30.7900"
"2017/04/24","30.9300","1670070.0000","31.2500","31.2500","30.2100"
"2017/04/21","30.8200","1304530.0000","31.4400","31.6312","30.4000"
"2017/04/20","31.6300","2179060.0000","31.7200","32.3800","31.4600"
"2017/04/19","31.7600","2723428.0000","31.0900","32.2500","31.0900"
"2017/04/18","30.8000","1565269.0000","30.5700","31.2100","30.2280"
"2017/04/17","30.8000","1539580.0000","30.3300","30.8500","29.8401"
"2017/04/13","30.2900","2481713.0000","29.4300","30.6400","29.4000"
"2017/04/12","29.5600","3010581.0000","29.6700","30.1900","29.2000"
"2017/04/11","29.3500","3086301.0000","28.4200","29.6300","28.1000"
"2017/04/10","28.4700","3890105.0000","28.3100","28.8700","27.6500"
"2017/04/07","28.1700","5265089.0000","28.5000","28.5500","27.7100"
"2017/04/06","26.9300","1624180.0000","26.9400","27.1400","26.7600"
"2017/04/05","26.9300","3003771.0000","27.2700","27.7200","26.8200"
"2017/04/04","27.2700","3750999.0000","28.5100","28.8499","26.9500"
"2017/04/03","28.6900","1751393.0000","28.7600","28.8900","28.1900"
"2017/03/31","28.8700","1694261.0000","28.4700","29.2600","28.2600"
"2017/03/30","28.6200","2243262.0000","28.6700","28.8902","28.1200"
"2017/03/29","28.7800","2194646.0000","29.2500","29.2500","28.7500"
"2017/03/28","29.2700","1655367.0000","29.5300","30.0600","29.2080"
"2017/03/27","29.6300","1596862.0000","28.8000","29.8200","28.3600"
"2017/03/24","29.1900","1289447.0000","29.1000","29.5000","28.8231"
"2017/03/23","29.0500","1480399.0000","29.2400","29.5000","28.9500"
"2017/03/22","29.1700","2340259.0000","29.6400","29.8900","28.9700"
"2017/03/21","29.6000","3953340.0000","31.1200","31.3300","29.2300"
"2017/03/20","31.2000","1639045.0000","31.0600","31.4900","30.7600"
"2017/03/17","31.0300","4483382.0000","31.0900","31.7900","30.5100"
"2017/03/16","31.4100","2899425.0000","31.3900","32.6220","31.2631"
"2017/03/15","31.3000","1885885.0000","31.2100","31.3900","30.3440"
"2017/03/14","31.0700","1664654.0000","31.9100","31.9500","30.7900"
"2017/03/13","32.0700","2404236.0000","31.1500","32.6700","31.1000"
"2017/03/10","31.2300","1597282.0000","31.4200","31.7100","31.0300"
"2017/03/09","31.3200","2345055.0000","31.1000","31.8400","30.8500"
"2017/03/08","31.0800","1548866.0000","30.8100","31.1600","30.5876"
"2017/03/07","30.7400","1969675.0000","30.6500","31.3300","30.4900"
"2017/03/06","30.8900","3485104.0000","30.4000","31.0300","29.8300"
"2017/03/03","29.8100","4747050.0000","30.7400","30.8900","29.3508"
"2017/03/02","31.0300","4200880.0000","32.0400","32.6600","30.7900"
"2017/03/01","32.3200","3373304.0000","32.0000","32.4100","31.6700"
"2017/02/28","31.7200","4443157.0000","32.1600","32.2400","31.3300"
"2017/02/27","32.6400","3318762.0000","32.0800","33.3300","31.8600"
"2017/02/24","32.2600","2329736.0000","31.2800","32.2800","31.0100"
"2017/02/23","31.6700","2793434.0000","32.3100","32.4900","31.4000"
"2017/02/22","32.1600","3899391.0000","31.9100","32.4450","31.7350"
"2017/02/21","31.9600","4402153.0000","32.4700","32.6299","31.3959"
"2017/02/17","32.3500","4025805.0000","32.9000","33.3616","32.2000"
"2017/02/16","33.1700","4943447.0000","33.6500","34.2800","32.7630"
"2017/02/15","33.4200","3402349.0000","33.4000","33.8600","33.1100"
"2017/02/14","33.6500","7473458.0000","33.8600","34.4400","32.8800"
"2017/02/13","34.9000","8640112.0000","32.0600","34.9500","32.0600"
"2017/02/10","31.9600","9467458.0000","31.7700","33.3900","31.5800"
"2017/02/09","32.8100","9952126.0000","31.4100","34.2400","30.7500"
"2017/02/08","31.4400","9768334.0000","31.7100","32.6900","29.7500"
"2017/02/07","30.9600","7281792.0000","32.3000","32.3100","30.8300"
"2017/02/06","31.8200","6075229.0000","31.5000","32.4200","31.3000"
"2017/02/03","31.3700","4112657.0000","30.1000","31.6000","30.0700"
"2017/02/02","30.1000","4028204.0000","29.8700","30.8400","29.6200"
"2017/02/01","30.0500","3683315.0000","29.7400","30.3652","29.3600"
"2017/01/31","28.8300","2066008.0000","28.7000","28.9400","28.4300"
"2017/01/30","29.0100","3391447.0000","29.4100","29.4100","28.2800"
"2017/01/27","29.4400","2786627.0000","29.9200","29.9894","28.8500"
"2017/01/26","29.8500","3804266.0000","30.1500","30.5000","29.3500"
"2017/01/25","29.0500","5125238.0000","29.1900","30.4700","28.8250"
"2017/01/24","28.7300","4082839.0000","28.4700","29.4400","28.2200"
"2017/01/23","28.5000","2906179.0000","28.3800","28.8000","28.1505"
"2017/01/20","28.3800","3872964.0000","28.5500","29.0000","28.0201"
"2017/01/19","28.5600","4975438.0000","27.7300","28.6800","27.4200"
"2017/01/18","27.5900","3580575.0000","27.7700","27.8322","27.0300"
"2017/01/17","27.8500","2666437.0000","27.9000","28.0598","27.7500"
"2017/01/13","27.9600","2692091.0000","27.8500","28.1096","27.4100"
"2017/01/12","27.8800","2782008.0000","28.4600","28.7200","27.5594"
"2017/01/11","27.9400","2392141.0000","27.4500","28.0000","27.3300"
"2017/01/10","27.7900","4674404.0000","29.2500","29.7000","27.7200"
"2017/01/09","28.1000","2618361.0000","27.7700","28.3500","27.2400"
"2017/01/06","27.6300","3779835.0000","28.0600","28.7300","27.5600"
"2017/01/05","28.1000","4672237.0000","28.6000","28.7500","27.4100"
"2017/01/04","27.5100","6043367.0000","26.5500","27.7500","26.2100"
"2017/01/03","26.5000","11105550.0000","29.2500","29.4500","25.9800"
"2016/12/30","28.8500","3008107.0000","29.4200","29.9900","28.6500"
"2016/12/29","29.2700","3417998.0000","30.0200","30.2400","28.8510"
"2016/12/28","30.2100","4158206.0000","32.4500","32.7500","30.0300"
"2016/12/27","32.6100","2789705.0000","32.7000","33.0499","32.0500"
"2016/12/23","32.2200","3239040.0000","32.1200","32.6000","31.5300"
"2016/12/22","31.7100","11629580.0000","35.0700","35.1500","31.5200"
"2016/12/21","34.5900","11551410.0000","30.5000","34.6800","30.2000"
"2016/12/20","29.9200","10091290.0000","29.6100","31.4900","28.6100"
"2016/12/19","29.1500","2929939.0000","29.2000","29.5000","28.7100"
"2016/12/16","29.2500","3334830.0000","29.9000","30.5300","28.7110"
"2016/12/15","29.6500","2588276.0000","29.6100","30.2100","29.2500"
"2016/12/14","29.5100","2253845.0000","29.2300","29.9400","29.0000"
"2016/12/13","29.2700","2622122.0000","29.0000","30.3700","29.0000"
"2016/12/12","29.2300","3897348.0000","29.0400","29.5000","28.3700"
"2016/12/09","29.3400","5728835.0000","30.6000","30.9500","29.1400"
"2016/12/08","30.6000","4904571.0000","31.0500","31.7799","30.3400"
"2016/12/07","31.0200","3022158.0000","32.0000","32.8700","30.9800"
"2016/12/06","32.1400","3765960.0000","30.8100","32.4900","30.8100"
"2016/12/05","30.7300","3770716.0000","30.8900","31.6700","30.3500"
"2016/12/02","30.3800","3549089.0000","31.5500","31.7400","30.3100"
"2016/12/01","31.8700","3871436.0000","33.6600","33.8000","31.5400"
"2016/11/30","33.9200","3301803.0000","33.0000","35.2400","33.0000"
"2016/11/29","33.6100","3400854.0000","33.9900","34.2900","32.6600"
"2016/11/28","33.8500","3226652.0000","34.8100","35.4900","33.7200"
"2016/11/25","35.0700","1543267.0000","35.6800","35.8400","34.8501"
"2016/11/23","35.6800","5328392.0000","37.0900","37.8500","35.5300"
"2016/11/22","37.3900","3625360.0000","37.6000","38.2000","36.8000"
"2016/11/21","36.8000","7347832.0000","37.9000","38.8800","36.5100"
"2016/11/18","36.8800","4331943.0000","35.4100","36.8800","34.5500"
"2016/11/17","35.2100","5872941.0000","37.4200","37.4400","34.7500"
"2016/11/16","37.0500","10962930.0000","35.3900","37.8400","35.0000"
"2016/11/15","34.7300","6027084.0000","31.7000","34.8500","31.3900"
"2016/11/14","31.3900","4071364.0000","31.7100","32.9700","31.2100"
"2016/11/11","31.5600","2261599.0000","31.0800","32.2800","31.0300"
"2016/11/10","31.5000","5150731.0000","33.1400","34.0000","30.7200"
"2016/11/09","31.8100","6397086.0000","30.3600","33.7000","30.3000"
"2016/11/08","31.4100","6296204.0000","30.6000","31.8800","29.9200"
"2016/11/07","30.5200","7348612.0000","32.9700","33.1000","30.4300"
"2016/11/04","31.5700","10006190.0000","34.1600","35.2000","31.5000"
"2016/11/03","32.6000","7533997.0000","33.8700","34.5500","32.4100"
"2016/11/02","34.1500","5137222.0000","35.7300","36.3699","33.4500"
"2016/11/01","35.8800","9905314.0000","35.4000","36.7900","34.7100"
"2016/10/31","34.1200","8303633.0000","35.4100","36.2500","33.7500"
"2016/10/28","35.4200","7177398.0000","36.7900","37.7000","34.7400"
"2016/10/27","37.2600","7102066.0000","39.5200","39.7500","36.7200"
"2016/10/26","39.2400","5286171.0000","38.4200","40.4300","38.2500"
"2016/10/25","38.6000","6974883.0000","40.7300","41.6300","38.5500"
"2016/10/24","40.7300","7128362.0000","42.2000","42.8000","40.6400"
"2016/10/21","41.0600","18554570.0000","41.0000","43.1000","40.1900"
"2016/10/20","44.1400","3983890.0000","45.8000","46.9490","43.5400"
"2016/10/19","46.5100","2964744.0000","48.1000","48.1800","45.5000"
"2016/10/18","47.7700","6559485.0000","45.8900","48.9400","44.4110"
"2016/10/17","44.4500","5093627.0000","45.3900","47.2180","44.3100"
"2016/10/14","46.1100","6710707.0000","47.8000","49.5900","45.6800"
"2016/10/13","47.2400","9144428.0000","49.8700","49.9500","47.0500"
"2016/10/12","50.8000","2591442.0000","53.4600","53.5900","50.0400"
"2016/10/11","52.4400","5413556.0000","54.4300","54.6000","51.3410"
"2016/10/10","52.0200","8659512.0000","57.6300","58.9100","51.3900"
"2016/10/07","60.5800","1664021.0000","61.3300","61.9800","59.2700"
"2016/10/06","60.6900","1918917.0000","60.7200","62.7700","60.0715"
"2016/10/05","61.4700","2413419.0000","62.0900","63.1400","61.0510"
"2016/10/04","60.9400","4121118.0000","65.2600","65.7299","60.2600"
"2016/10/03","65.0200","3764470.0000","62.5000","66.6400","62.4300"
"2016/09/30","64.3600","7801649.0000","69.5000","69.6100","63.0100"
"2016/09/29","68.7200","3265092.0000","69.1300","69.9000","68.2000"
"2016/09/28","68.9700","6726004.0000","70.4900","70.9600","67.4400"
"2016/09/27","68.2200","7917515.0000","66.0000","68.9900","65.5600"
"2016/09/26","64.2400","3874168.0000","63.0000","65.6800","62.3800"
"2016/09/23","64.0700","7563882.0000","64.4500","68.4000","63.8000"
"2016/09/22","64.9200","8982840.0000","62.4500","66.4800","62.0301"
"2016/09/21","61.7000","5033713.0000","57.5000","61.8500","56.8500"
"2016/09/20","56.7600","2228340.0000","57.8700","58.9890","56.6000"
"2016/09/19","57.2800","4243456.0000","57.5400","59.4000","56.9000"
"2016/09/16","56.7500","4343623.0000","54.3000","56.9900","53.6600"
"2016/09/15","54.0000","2287076.0000","53.8800","54.8500","53.2600"
"2016/09/14","53.1200","2702557.0000","54.9700","55.0000","52.7700"
"2016/09/13","53.9700","4022785.0000","55.7800","56.7500","53.6000"
"2016/09/12","56.7000","3494692.0000","55.0800","57.8800","54.5800"
"2016/09/09","56.0000","4450355.0000","57.0000","58.0000","55.0200"
"2016/09/08","57.4500","3657071.0000","57.4000","58.4500","56.5100"
"2016/09/07","56.6300","5292258.0000","60.2000","60.4000","56.3100"
"2016/09/06","59.1800","7315574.0000","58.2400","60.6900","57.7910"
"2016/09/02","57.6200","3734135.0000","54.9300","57.7400","54.9300"
"2016/09/01","54.3800","5948521.0000","53.6100","56.7400","53.6000"
"2016/08/31","53.6200","2174885.0000","53.9900","54.5900","52.1400"
"2016/08/30","53.8000","3386592.0000","53.8500","54.9300","53.5100"
"2016/08/29","53.8200","4452288.0000","54.5500","56.0000","53.2000"
"2016/08/26","54.2500","7076610.0000","51.9300","54.3300","49.6110"
"2016/08/25","51.9300","5504363.0000","54.2500","55.0999","51.2570"
"2016/08/24","53.6000","7632483.0000","56.0800","58.0700","53.3500"
"2016/08/23","56.0800","7607952.0000","60.1500","61.3500","55.7100"
"2016/08/22","58.6500","7191189.0000","56.2300","59.7500","55.3400"
"2016/08/19","54.8800","6900751.0000","52.3200","56.4700","51.8501"
"2016/08/18","54.4000","7425639.0000","59.1400","59.3599","54.1500"
"2016/08/17","58.8600","6774762.0000","60.9000","61.5000","57.0500"
"2016/08/16","59.3400","12261120.0000","60.5700","64.1600","59.0600"
"2016/08/15","58.4700","22018730.0000","56.7500","66.3989","55.1332"
"2016/08/12","53.2900","9269728.0000","49.0500","53.3700","48.6000"
"2016/08/11","48.7100","8109342.0000","43.4500","49.0000","43.4500"
"2016/08/10","43.6300","2490415.0000","43.2200","43.9500","41.9000"
"2016/08/09","43.0100","7370844.0000","44.3200","45.6900","41.3500"
"2016/08/08","42.5000","3153308.0000","42.7000","42.9200","40.5800"
"2016/08/05","41.4900","1441560.0000","40.9700","41.7200","40.7500"
"2016/08/04","40.5900","1658012.0000","38.9000","41.0700","38.9000"
"2016/08/03","38.5500","1380857.0000","38.1000","39.0000","37.2000"
"2016/08/02","37.9300","2642990.0000","39.1000","40.2500","37.5000"
"2016/08/01","39.3300","2659654.0000","40.6300","41.6400","39.1100"
"2016/07/29","40.6300","4892669.0000","42.7500","42.8810","40.5500"
"2016/07/28","42.1700","4155030.0000","42.9600","43.7000","41.0200"
"2016/07/27","42.5400","4807668.0000","40.9200","43.2500","40.7700"
"2016/07/26","40.3900","2243231.0000","40.5500","41.7820","39.7500"
"2016/07/25","40.7500","2239138.0000","40.7000","41.4900","39.5701"
"2016/07/22","40.8100","1935274.0000","40.3200","41.7600","40.1000"
"2016/07/21","40.1200","2637170.0000","41.7100","42.5500","39.8300"
"2016/07/20","41.7300","4501360.0000","39.5000","42.5735","38.5100"
"2016/07/19","39.0700","2214899.0000","40.5300","41.0000","39.0400"
"2016/07/18","41.0300","3753593.0000","41.2500","42.4844","40.1500"
"2016/07/15","43.0000","2899872.0000","42.7400","43.7500","41.2000"
"2016/07/14","41.7500","7217598.0000","43.4000","44.8000","40.8000"
"2016/07/13","42.2500","8519153.0000","41.2900","42.7500","40.2100"
"2016/07/12","38.3000","4096092.0000","37.9900","38.9400","36.8150"
"2016/07/11","37.3000","5731172.0000","36.3000","38.3000","35.7901"
"2016/07/08","35.5400","3245988.0000","37.2500","37.4000","35.2500"
"2016/07/07","36.5100","4060295.0000","38.4100","38.6200","36.0000"
"2016/07/06","37.9300","5054375.0000","33.4100","37.9300","33.2700"
"2016/07/05","34.0400","3991461.0000","34.8700","35.4300","33.0700"
"2016/07/01","34.0300","6985694.0000","36.9700","37.3400","33.6500"
"2016/06/30","36.5000","18491990.0000","39.6800","41.8900","34.8000"
"2016/06/29","37.0800","13731760.0000","31.9800","37.1900","31.7500"
"2016/06/28","29.9200","10598970.0000","30.4000","33.4114","29.5700"
"2016/06/27","27.2500","3860837.0000","27.3500","28.1900","26.3000"
"2016/06/24","26.3000","4664984.0000","27.5400","28.7390","26.0500"
"2016/06/23","28.7900","21225500.0000","23.9900","29.6100","23.6600"
